id_pedido,id_produto,id_loja,nome_produto,categoria_produto,cidade,data_venda,quantidade_vendida,valor_venda
888,44,1,PowerPro,Ferramentas Criativas,São Paulo,14/09/2022,20,205.31
889,14,2,CodeCode,Ferramentas Educacionais,Rio de Janeiro,09/04/2022,11,23.98
890,50,3,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,11/12/2023,19,58.55
891,60,4,LostFost,Ferramentas Criativas,São Paulo,03/02/2022,5,211.52
892,91,5,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,31/05/2022,17,328.62
893,51,3,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,22/10/2022,7,456.95
894,100,4,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,12/10/2023,12,458.33
895,23,4,CodeCode,Ferramentas de Desenvolvimento,São Paulo,13/04/2024,16,247.25
896,46,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,16/11/2023,19,262.68
897,70,2,LostFost,Ferramentas Educacionais,São Paulo,08/07/2024,19,395.56
898,38,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,03/05/2024,7,292.92
899,62,4,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,19/04/2023,12,421.51
900,42,5,LostFost,Ferramentas Educacionais,São Paulo,12/05/2022,10,144.12
901,67,2,LostFost,Ferramentas Criativas,Rio de Janeiro,04/07/2024,17,182.22
902,28,3,LostFost,Ferramentas Educacionais,Rio de Janeiro,04/11/2023,18,370.73
903,93,5,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,31/12/2023,6,137.64
904,71,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,05/08/2022,10,33.92
905,51,5,PowerPro,Ferramentas Criativas,São Paulo,18/09/2023,15,422.96
906,31,2,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,12/03/2024,13,331.49
907,31,5,CodeCode,Ferramentas de Desenvolvimento,São Paulo,15/12/2024,10,57.39
908,23,1,LostFost,Ferramentas Educacionais,São Paulo,13/12/2022,12,362.22
909,36,5,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,12/04/2023,1,398.61
910,14,2,PowerPro,Ferramentas Criativas,Belo Horizonte,09/10/2023,20,38.82
911,35,1,LostFost,Ferramentas Criativas,Belo Horizonte,22/01/2024,1,487.76
912,29,3,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,27/02/2022,12,204.77
913,32,2,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,22/06/2024,1,74.0
914,53,4,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,02/05/2022,19,243.67
915,28,2,UI/UX-K,Ferramentas Educacionais,São Paulo,20/01/2024,14,217.33
916,23,3,PowerPro,Ferramentas Criativas,Belo Horizonte,31/08/2023,4,151.55
917,43,1,CodeCode,Ferramentas de Desenvolvimento,São Paulo,27/12/2024,16,400.32
918,63,3,LostFost,Ferramentas Criativas,Belo Horizonte,24/02/2023,16,491.0
919,10,2,CodeCode,Ferramentas de Desenvolvimento,São Paulo,19/11/2023,6,466.2
920,38,4,CodeCode,Ferramentas Criativas,Belo Horizonte,26/12/2024,17,67.71
921,58,2,CodeCode,Ferramentas Criativas,São Paulo,26/01/2023,10,480.18
922,94,3,UI/UX-K,Ferramentas Criativas,São Paulo,02/01/2024,18,151.53
923,11,5,PowerPro,Ferramentas Criativas,São Paulo,21/07/2023,20,315.65
924,74,1,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,06/02/2023,17,247.58
925,99,2,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,01/11/2022,20,247.96
926,46,2,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,06/04/2023,10,42.4
927,63,1,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,03/04/2023,3,444.79
928,21,5,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,29/01/2022,1,251.07
929,42,2,HargenXtudio,Ferramentas Criativas,São Paulo,30/01/2024,2,382.57
930,50,3,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,15/06/2023,6,289.92
931,31,3,PowerPro,Ferramentas Educacionais,Rio de Janeiro,28/02/2022,11,76.91
932,89,3,HargenXtudio,Ferramentas Criativas,São Paulo,25/04/2022,1,52.73
933,100,2,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,09/08/2022,14,373.26
934,17,1,CodeCode,Ferramentas Educacionais,São Paulo,12/01/2024,4,391.85
935,95,2,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,11/11/2024,5,259.96
936,78,3,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,06/12/2023,17,302.22
937,93,1,HargenXtudio,Ferramentas Educacionais,São Paulo,11/10/2022,16,326.14
938,67,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,13/02/2023,14,402.06
939,52,5,PowerPro,Ferramentas Criativas,Belo Horizonte,03/12/2022,17,303.62
940,77,1,LostFost,Ferramentas de Desenvolvimento,São Paulo,04/04/2022,14,78.03
941,96,1,CodeCode,Ferramentas Criativas,Belo Horizonte,28/08/2023,16,29.01
942,34,5,LostFost,Ferramentas Educacionais,Belo Horizonte,18/07/2023,10,169.16
943,62,5,PowerPro,Ferramentas Criativas,São Paulo,16/05/2023,16,477.75
944,38,3,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,09/05/2022,10,197.63
945,65,2,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,27/10/2023,15,444.45
946,94,3,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,15/09/2024,7,249.72
947,19,5,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,14/01/2024,11,147.94
948,42,1,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,05/02/2022,12,267.37
949,55,1,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,12/02/2022,14,146.41
950,99,5,PowerPro,Ferramentas Educacionais,Belo Horizonte,07/10/2022,5,436.57
951,39,4,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,08/05/2022,6,223.44
952,76,5,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,16/09/2023,4,93.37
953,29,4,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,19/09/2024,18,86.28
954,14,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,28/06/2024,15,347.32
955,45,5,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,15/02/2022,12,153.93
956,80,4,LostFost,Ferramentas Criativas,São Paulo,02/11/2024,9,488.35
957,49,1,CodeCode,Ferramentas Criativas,São Paulo,07/02/2022,4,139.86
958,51,4,LostFost,Ferramentas Criativas,São Paulo,07/12/2024,4,409.08
959,32,4,HargenXtudio,Ferramentas Educacionais,São Paulo,30/01/2022,1,261.17
960,28,4,LostFost,Ferramentas Criativas,São Paulo,11/02/2024,5,47.26
961,89,1,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,10/07/2024,3,69.61
962,39,1,CodeCode,Ferramentas Educacionais,Belo Horizonte,05/07/2024,2,443.08
963,44,4,CodeCode,Ferramentas Educacionais,Belo Horizonte,15/01/2022,7,173.97
964,83,2,CodeCode,Ferramentas Criativas,São Paulo,04/03/2023,12,285.7
965,84,5,PowerPro,Ferramentas Criativas,São Paulo,28/02/2023,15,457.34
966,52,5,LostFost,Ferramentas Educacionais,São Paulo,18/09/2022,3,381.17
967,29,2,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,18/07/2024,5,335.97
968,91,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,08/11/2022,8,266.0
969,96,2,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,24/04/2023,19,407.21
970,32,1,PowerPro,Ferramentas Criativas,Rio de Janeiro,03/05/2023,11,189.12
971,27,4,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,20/07/2022,10,206.05
972,37,1,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,06/05/2023,3,430.67
973,16,3,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,04/05/2022,2,195.91
974,68,5,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,18/12/2023,18,144.69
975,38,2,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,29/06/2022,20,270.72
976,35,5,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,20/06/2022,10,35.08
977,13,3,UI/UX-K,Ferramentas Educacionais,São Paulo,10/12/2023,15,223.91
978,19,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,30/04/2023,8,380.05
979,75,3,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,30/09/2024,6,165.95
980,48,1,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,05/11/2023,6,395.09
981,93,3,PowerPro,Ferramentas Criativas,São Paulo,12/10/2022,5,94.83
982,55,4,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,31/03/2023,4,453.97
983,22,5,CodeCode,Ferramentas Criativas,São Paulo,22/03/2023,8,351.76
984,47,5,CodeCode,Ferramentas Criativas,Belo Horizonte,06/09/2022,15,351.76
985,57,2,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,02/02/2022,18,183.54
986,72,5,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,11/10/2022,19,371.08
987,73,3,CodeCode,Ferramentas Criativas,Belo Horizonte,31/03/2023,17,449.41
988,18,3,PowerPro,Ferramentas Educacionais,São Paulo,04/07/2022,11,391.56
989,63,4,PowerPro,Ferramentas Educacionais,Rio de Janeiro,25/10/2023,3,326.54
990,40,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,10/04/2022,20,361.71
991,44,2,HargenXtudio,Ferramentas Educacionais,São Paulo,15/11/2022,16,415.84
992,35,3,CodeCode,Ferramentas Criativas,Rio de Janeiro,28/02/2023,7,442.86
993,56,1,CodeCode,Ferramentas de Desenvolvimento,São Paulo,26/06/2022,9,16.11
994,12,5,UI/UX-K,Ferramentas Criativas,São Paulo,22/09/2024,19,484.95
995,43,4,LostFost,Ferramentas Educacionais,Belo Horizonte,27/02/2023,15,203.85
996,13,1,PowerPro,Ferramentas Criativas,Rio de Janeiro,06/10/2022,13,19.77
997,64,4,LostFost,Ferramentas Criativas,Belo Horizonte,11/11/2024,1,456.45
998,35,3,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,13/03/2024,3,430.23
999,54,5,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,12/07/2024,5,14.08
1000,17,2,PowerPro,Ferramentas Educacionais,Rio de Janeiro,08/12/2022,17,276.52
1001,36,2,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,31/05/2022,19,20.6
1002,47,4,PowerPro,Ferramentas Educacionais,São Paulo,18/07/2024,2,92.95
1003,89,4,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,22/09/2022,1,108.48
1004,73,3,LostFost,Ferramentas Educacionais,Belo Horizonte,15/10/2022,6,310.0
1005,98,4,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,07/05/2024,6,68.54
1006,78,1,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,02/01/2024,2,114.69
1007,22,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,23/07/2024,14,10.37
1008,76,4,UI/UX-K,Ferramentas Criativas,São Paulo,27/11/2022,20,68.23
1009,11,5,LostFost,Ferramentas Educacionais,São Paulo,31/10/2023,14,349.63
1010,52,4,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,03/12/2024,9,257.47
1011,74,1,PowerPro,Ferramentas Criativas,Rio de Janeiro,05/07/2022,14,430.66
1012,63,4,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,02/01/2024,5,226.8
1013,93,3,UI/UX-K,Ferramentas Educacionais,São Paulo,14/04/2022,16,200.76
1014,25,1,UI/UX-K,Ferramentas Criativas,Belo Horizonte,09/10/2022,2,168.1
1015,50,1,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,23/07/2023,19,244.46
1016,59,5,PowerPro,Ferramentas Educacionais,São Paulo,29/01/2024,9,46.56
1017,25,1,PowerPro,Ferramentas Educacionais,Belo Horizonte,06/09/2023,4,58.37
1018,25,3,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,04/09/2024,4,161.85
1019,83,1,PowerPro,Ferramentas Criativas,Rio de Janeiro,20/03/2024,12,142.35
1020,26,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,05/01/2024,6,151.28
1021,74,3,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,23/03/2023,7,251.89
1022,57,4,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,10/05/2022,19,458.78
1023,37,2,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,26/03/2023,20,405.94
1024,11,5,PowerPro,Ferramentas Criativas,Rio de Janeiro,08/04/2022,20,297.05
1025,72,1,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,16/07/2023,17,374.39
1026,10,4,CodeCode,Ferramentas Criativas,São Paulo,11/02/2022,13,483.24
1027,26,2,LostFost,Ferramentas Educacionais,Belo Horizonte,19/05/2024,10,357.7
1028,13,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,08/01/2024,2,108.69
1029,60,4,CodeCode,Ferramentas Educacionais,São Paulo,07/08/2022,14,251.16
1030,22,4,HargenXtudio,Ferramentas Educacionais,São Paulo,11/06/2022,17,474.28
1031,48,2,PowerPro,Ferramentas de Desenvolvimento,São Paulo,03/04/2023,10,64.64
1032,68,1,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,11/12/2023,8,363.93
1033,14,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,28/12/2024,15,262.42
1034,58,2,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,13/01/2022,10,372.92
1035,29,3,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,26/06/2024,8,171.02
1036,32,4,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,30/10/2024,8,99.7
1037,19,2,CodeCode,Ferramentas Educacionais,Rio de Janeiro,17/09/2022,14,327.4
1038,93,2,HargenXtudio,Ferramentas Educacionais,São Paulo,06/09/2023,15,49.95
1039,26,4,PowerPro,Ferramentas Criativas,São Paulo,17/01/2023,10,90.39
1040,68,3,UI/UX-K,Ferramentas Criativas,São Paulo,22/03/2023,7,220.81
1041,55,4,CodeCode,Ferramentas de Desenvolvimento,São Paulo,25/01/2024,13,305.24
1042,16,2,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,02/08/2022,6,15.73
1043,82,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,27/11/2024,18,29.44
1044,20,3,CodeCode,Ferramentas de Desenvolvimento,São Paulo,11/09/2022,3,106.36
1045,82,5,CodeCode,Ferramentas Criativas,São Paulo,24/08/2023,2,332.71
1046,84,5,CodeCode,Ferramentas de Desenvolvimento,São Paulo,02/08/2024,4,25.72
1047,47,4,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,26/04/2023,7,297.8
1048,25,5,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,15/03/2024,18,316.39
1049,50,2,CodeCode,Ferramentas de Desenvolvimento,São Paulo,09/08/2024,19,237.07
1050,41,4,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,22/07/2022,8,267.19
1051,69,5,PowerPro,Ferramentas Educacionais,Belo Horizonte,04/05/2023,6,414.28
1052,44,2,PowerPro,Ferramentas Criativas,São Paulo,16/06/2024,3,285.24
1053,90,5,PowerPro,Ferramentas Criativas,Rio de Janeiro,07/05/2022,11,162.57
1054,80,4,LostFost,Ferramentas Criativas,São Paulo,21/09/2023,1,450.73
1055,39,4,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,14/02/2022,15,111.48
1056,75,1,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,28/12/2024,6,139.97
1057,41,5,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,16/06/2024,16,350.24
1058,33,2,LostFost,Ferramentas Criativas,Belo Horizonte,07/07/2023,18,223.62
1059,83,5,CodeCode,Ferramentas de Desenvolvimento,São Paulo,16/08/2023,9,228.2
1060,77,4,CodeCode,Ferramentas Criativas,Belo Horizonte,02/03/2024,13,29.61
1061,55,5,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,27/01/2024,11,396.38
1062,55,1,PowerPro,Ferramentas de Desenvolvimento,São Paulo,10/03/2023,5,122.01
1063,34,2,HargenXtudio,Ferramentas Criativas,Belo Horizonte,23/12/2023,20,350.39
1064,15,2,PowerPro,Ferramentas de Desenvolvimento,São Paulo,10/06/2022,17,259.89
1065,20,4,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,16/07/2024,12,21.84
1066,90,2,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,18/10/2024,9,335.42
1067,34,3,CodeCode,Ferramentas de Desenvolvimento,São Paulo,16/07/2024,14,364.94
1068,61,3,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,02/06/2024,20,407.34
1069,99,1,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,21/03/2022,11,404.19
1070,64,3,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,03/06/2024,6,79.63
1071,27,4,UI/UX-K,Ferramentas Criativas,Belo Horizonte,26/04/2024,5,166.75
1072,50,3,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,26/04/2022,5,222.2
1073,78,5,CodeCode,Ferramentas de Desenvolvimento,São Paulo,24/12/2022,9,324.78
1074,13,2,LostFost,Ferramentas Criativas,Belo Horizonte,11/11/2023,12,30.83
1075,73,2,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,14/02/2024,16,464.24
1076,78,1,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,18/07/2023,6,183.64
1077,50,1,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,28/06/2023,2,246.32
1078,84,2,PowerPro,Ferramentas Educacionais,Belo Horizonte,12/01/2024,19,188.2
1079,17,3,CodeCode,Ferramentas de Desenvolvimento,São Paulo,04/06/2024,8,341.46
1080,74,1,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,10/01/2023,17,137.48
1081,99,4,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,23/11/2024,17,387.65
1082,48,2,CodeCode,Ferramentas Criativas,Rio de Janeiro,13/11/2022,15,126.35
1083,100,4,HargenXtudio,Ferramentas Educacionais,São Paulo,10/11/2023,16,276.94
1084,86,5,CodeCode,Ferramentas Criativas,Rio de Janeiro,09/08/2023,11,224.38
1085,54,4,PowerPro,Ferramentas Criativas,Rio de Janeiro,28/10/2023,6,86.71
1086,65,3,PowerPro,Ferramentas Criativas,Rio de Janeiro,04/11/2023,10,272.63
1087,91,2,CodeCode,Ferramentas Educacionais,São Paulo,24/07/2024,16,144.89
1088,63,1,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,16/04/2022,13,420.01
1089,50,4,CodeCode,Ferramentas Criativas,Rio de Janeiro,14/11/2024,7,307.04
1090,32,4,PowerPro,Ferramentas Educacionais,Belo Horizonte,12/03/2023,15,310.39
1091,81,4,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,14/05/2023,2,180.5
1092,17,3,PowerPro,Ferramentas Criativas,Belo Horizonte,19/10/2023,5,133.2
1093,60,1,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,24/03/2022,3,384.99
1094,21,5,LostFost,Ferramentas Criativas,Rio de Janeiro,01/07/2022,2,95.16
1095,94,4,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,14/11/2022,19,94.96
1096,92,4,PowerPro,Ferramentas Criativas,Belo Horizonte,04/06/2023,2,214.32
1097,24,2,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,24/08/2023,14,125.65
1098,77,3,LostFost,Ferramentas Educacionais,São Paulo,24/06/2024,18,490.27
1099,71,5,UI/UX-K,Ferramentas Criativas,Belo Horizonte,12/07/2023,11,154.25
1100,39,4,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,07/05/2022,1,61.69
1101,43,4,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,20/07/2023,4,243.39
1102,10,4,LostFost,Ferramentas Educacionais,São Paulo,14/07/2023,6,179.34
1103,37,5,LostFost,Ferramentas Criativas,São Paulo,04/12/2024,6,499.86
1104,96,2,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,19/07/2022,1,354.69
1105,36,3,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,09/07/2023,17,346.14
1106,52,4,UI/UX-K,Ferramentas Educacionais,São Paulo,08/05/2023,11,168.73
1107,26,3,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,27/12/2024,19,59.14
1108,93,3,HargenXtudio,Ferramentas Criativas,Belo Horizonte,02/05/2023,19,314.46
1109,55,1,UI/UX-K,Ferramentas Educacionais,São Paulo,24/09/2023,1,266.22
1110,80,4,CodeCode,Ferramentas Criativas,São Paulo,30/04/2023,16,93.67
1111,58,4,PowerPro,Ferramentas Educacionais,São Paulo,29/01/2022,4,300.85
1112,59,3,LostFost,Ferramentas Criativas,Belo Horizonte,23/01/2022,9,404.25
1113,77,5,LostFost,Ferramentas Criativas,São Paulo,15/03/2024,17,148.55
1114,54,2,LostFost,Ferramentas Educacionais,Rio de Janeiro,07/12/2023,11,284.81
1115,75,2,LostFost,Ferramentas Criativas,São Paulo,17/06/2022,1,304.49
1116,69,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,19/09/2024,18,438.14
1117,22,3,PowerPro,Ferramentas Educacionais,Belo Horizonte,27/06/2023,4,405.82
1118,66,5,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,22/01/2024,5,348.9
1119,60,1,PowerPro,Ferramentas Educacionais,Belo Horizonte,20/08/2023,13,155.06
1120,90,3,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,03/05/2024,11,211.74
1121,55,5,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,29/04/2023,4,56.0
1122,84,5,LostFost,Ferramentas Criativas,Rio de Janeiro,02/12/2024,7,188.72
1123,73,3,PowerPro,Ferramentas Criativas,Belo Horizonte,05/01/2022,12,103.03
1124,92,1,PowerPro,Ferramentas de Desenvolvimento,São Paulo,05/12/2024,9,73.82
1125,38,1,UI/UX-K,Ferramentas Criativas,Belo Horizonte,14/12/2022,9,103.96
1126,95,4,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,31/03/2022,6,424.51
1127,45,2,LostFost,Ferramentas Criativas,Rio de Janeiro,20/08/2023,19,292.29
1128,76,1,PowerPro,Ferramentas Criativas,Rio de Janeiro,23/12/2022,2,156.32
1129,24,1,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,24/11/2023,6,77.51
1130,69,4,PowerPro,Ferramentas Educacionais,Belo Horizonte,27/03/2024,4,236.51
1131,22,2,PowerPro,Ferramentas de Desenvolvimento,São Paulo,20/07/2023,14,427.53
1132,72,1,UI/UX-K,Ferramentas Criativas,São Paulo,06/04/2023,6,470.34
1133,30,4,UI/UX-K,Ferramentas Educacionais,São Paulo,08/10/2023,10,204.68
1134,47,5,CodeCode,Ferramentas Educacionais,Rio de Janeiro,08/03/2022,7,467.38
1135,37,2,CodeCode,Ferramentas Educacionais,Belo Horizonte,07/12/2023,6,290.0
1136,84,5,PowerPro,Ferramentas Criativas,São Paulo,11/03/2022,2,268.79
1137,70,3,UI/UX-K,Ferramentas Criativas,São Paulo,04/06/2023,20,69.86
1138,20,5,CodeCode,Ferramentas Criativas,Belo Horizonte,08/11/2022,10,129.21
1139,61,4,LostFost,Ferramentas Criativas,Rio de Janeiro,10/03/2022,15,229.28
1140,68,5,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,19/07/2024,9,373.78
1141,11,5,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,07/06/2022,19,299.26
1142,70,1,LostFost,Ferramentas de Desenvolvimento,São Paulo,14/01/2024,8,298.31
1143,89,1,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,27/02/2023,17,275.57
1144,68,3,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,14/05/2023,4,219.72
1145,19,3,PowerPro,Ferramentas Educacionais,Rio de Janeiro,07/03/2024,1,471.21
1146,99,1,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,16/11/2024,1,181.63
1147,63,4,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,30/11/2023,14,92.79
1148,42,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,08/12/2023,9,249.87
1149,22,1,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,10/06/2022,9,285.49
1150,92,3,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,16/09/2024,14,403.44
1151,25,1,PowerPro,Ferramentas Criativas,Rio de Janeiro,21/05/2023,7,347.42
1152,18,4,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,19/08/2024,11,239.83
1153,29,1,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,07/06/2022,18,143.17
1154,42,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,20/08/2023,8,197.28
1155,48,1,CodeCode,Ferramentas Educacionais,Rio de Janeiro,22/02/2022,1,127.94
1156,63,1,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,06/11/2022,18,369.74
1157,77,1,LostFost,Ferramentas Educacionais,São Paulo,20/08/2024,18,490.6
1158,77,2,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,17/11/2022,4,351.62
1159,83,2,PowerPro,Ferramentas Criativas,São Paulo,24/05/2024,3,292.5
1160,95,1,CodeCode,Ferramentas Criativas,Rio de Janeiro,04/08/2024,1,467.06
1161,20,1,HargenXtudio,Ferramentas Educacionais,São Paulo,21/01/2024,10,148.04
1162,28,3,CodeCode,Ferramentas Educacionais,São Paulo,04/02/2022,13,98.23
1163,35,2,PowerPro,Ferramentas de Desenvolvimento,São Paulo,23/02/2024,20,250.87
1164,23,1,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,18/01/2023,6,469.93
1165,17,5,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,25/03/2023,19,319.46
1166,72,3,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,02/07/2022,2,42.98
1167,67,2,PowerPro,Ferramentas Educacionais,Rio de Janeiro,07/11/2023,7,477.15
1168,83,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,21/03/2023,15,230.18
1169,77,4,CodeCode,Ferramentas Educacionais,Rio de Janeiro,27/10/2023,11,210.65
1170,23,1,PowerPro,Ferramentas Criativas,Rio de Janeiro,24/08/2022,20,268.56
1171,32,3,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,01/11/2024,8,174.6
1172,55,5,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,18/11/2023,3,243.31
1173,61,1,CodeCode,Ferramentas Criativas,Rio de Janeiro,17/10/2024,19,442.39
1174,55,4,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,16/12/2022,15,343.09
1175,31,4,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,23/12/2022,1,498.71
1176,67,2,HargenXtudio,Ferramentas Criativas,Belo Horizonte,06/05/2024,17,249.16
1177,42,3,PowerPro,Ferramentas Educacionais,São Paulo,08/08/2023,5,168.04
1178,20,2,UI/UX-K,Ferramentas Educacionais,São Paulo,06/03/2023,11,359.9
1179,85,5,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,01/11/2024,15,301.49
